year,region,harvest,anomaly
1662,burgundy,22,0.13
1663,burgundy,38,-0.44
1664,burgundy,19,-0.52
1665,burgundy,15,-0.73
1666,burgundy,10,0.03
1667,burgundy,28,-0.65
1668,burgundy,19,0.07
1669,burgundy,13,-0.3
1670,burgundy,22,-0.41
1671,burgundy,16,-0.21
1672,burgundy,28,-0.69
1673,burgundy,35,-1.13
1674,burgundy,20,-1.39
1675,burgundy,44,-1.63
1676,burgundy,10,-0.67
1677,burgundy,27,-0.73
1678,burgundy,20,-1.06
1679,burgundy,26,-0.75
1680,burgundy,10,-0.62
1681,burgundy,9,-0.76
1682,burgundy,28,-0.46
1683,burgundy,13,-1.02
1684,burgundy,4,-1.56
1685,burgundy,12,-0.35
1686,burgundy,4,0.64
1687,burgundy,29,-0.52
1688,burgundy,27,-1.65
1689,burgundy,29.4,-0.95
1690,burgundy,13.9,-0.57
1691,burgundy,24.4,-1.34
1692,burgundy,35.4,-1.78
1693,burgundy,29.4,-1.04
1694,burgundy,26.4,-1.84
1695,burgundy,22.4,-2.22
1696,burgundy,16.9,-0.99
1697,burgundy,26.4,-1.46
1698,burgundy,38.9,-1.84
1699,burgundy,17.4,-0.68
1700,burgundy,31.6,-0.91
1701,burgundy,25.6,-0.76
1702,burgundy,19.6,-1.4
1703,burgundy,25.6,-1.21
1704,burgundy,15,-0.44
1705,burgundy,28.6,-0.76
1706,burgundy,7,-1.04
1707,burgundy,22.6,-1.3
1708,burgundy,24.6,-1.51
1709,burgundy,31.6,-2.13
1710,burgundy,20.6,-0.02
1711,burgundy,26.6,-0.09
1712,burgundy,28.1,-0.37
1713,burgundy,34.5,-0.87
1714,burgundy,29.6,-0.07
1715,burgundy,27.6,-0.07
1716,burgundy,32,-1.13
1717,burgundy,25,-0.47
1718,burgundy,3.3,-0.22
1719,burgundy,-0.5,-0.02
1720,burgundy,28.3,-0.41
1721,burgundy,32,-0.6
1722,burgundy,23.3,0.79
1723,burgundy,17.6,1.46
1724,burgundy,22.4,-0.2
1725,burgundy,42,-0.15
1726,burgundy,11.1,-0.06
1727,burgundy,11.3,0.79
1728,burgundy,15.3,-0.31
1729,burgundy,31.6,-0.45
1730,burgundy,29.3,0.33
1731,burgundy,22.1,-0.26
1732,burgundy,20.6,-0.33
1733,burgundy,28,0.61
1734,burgundy,17.4,0.28
1735,burgundy,39.1,0.46
1736,burgundy,20.1,0.35
1737,burgundy,19.4,0.32
1738,burgundy,31.3,0.49
1739,burgundy,26.2,-0.79
1740,burgundy,49.1,-2.47
1741,burgundy,27.3,-0.19
1742,burgundy,33,-1.27
1743,burgundy,27,0.52
1744,burgundy,32,-0.59
1745,burgundy,30.1,-0.78
1746,burgundy,27.9,-0.67
1747,burgundy,33.3,-0.18
1748,burgundy,27,-0.36
1749,burgundy,30.3,-0.13
1750,burgundy,25.5,0.31
1751,burgundy,37,-0.91
1752,burgundy,30,0.14
1753,burgundy,21,-0.89
1754,burgundy,32,-0.87
1755,burgundy,18,-0.83
1756,burgundy,35.3,-0.29
1757,burgundy,27.4,0.05
1758,burgundy,26.3,-0.74
1759,burgundy,25.3,0.32
1760,burgundy,17,-0.21
1761,burgundy,16,0.65
1762,burgundy,17,0.12
1763,burgundy,37,-0.15
1764,burgundy,14,0.4
1765,burgundy,25.6,-0.03
1766,burgundy,28.6,0.24
1767,burgundy,37,-0.43
1768,burgundy,29,-0.53
1769,burgundy,29,-0.32
1770,burgundy,38.5,-0.18
1771,burgundy,27.5,-1.02
1772,burgundy,26,-0.26
1773,burgundy,29,0.83
1774,burgundy,24,-0.59
1775,burgundy,27,0.9
1776,burgundy,31.5,-0.25
1777,burgundy,32.5,-0.62
1778,burgundy,25.4,-0.1
1779,burgundy,24.6,1.08
1780,burgundy,20.6,-0.59
1781,burgundy,12,0.38
1782,burgundy,32,-1.24
1783,burgundy,20.1,0.01
1784,burgundy,19.4,-1.76
1785,burgundy,24.4,-1.68
1786,burgundy,27.8,-1.7
1787,burgundy,35,-0.31
1788,burgundy,18.6,-1.08
1789,burgundy,38.1,-0.39
1790,burgundy,28.8,-0.24
1791,burgundy,20.4,0.31
1792,burgundy,34.4,-0.43
1793,burgundy,24.5,0.13
1794,burgundy,15.6,0.74
1795,burgundy,28.5,-0.71
1796,burgundy,37.6,0.02
1797,burgundy,41.3,0.52
1798,burgundy,17.6,0.16
1799,burgundy,41.5,-1.85
1800,burgundy,26.8,-0.47
1801,burgundy,29.3,0.19
1802,burgundy,26.3,-0.3
1803,burgundy,30.3,-0.92
1804,burgundy,30.5,-0.35
1805,burgundy,48.9,-1.38
1806,burgundy,29.6,-0.28
1807,burgundy,25.3,-0.66
1808,burgundy,30,-1.15
1809,burgundy,47.3,-1.32
1810,burgundy,33,-1.26
1811,burgundy,15.5,0.1
1812,burgundy,40,-1.77
1813,burgundy,42.3,-0.54
1814,burgundy,37.8,-1.66
1815,burgundy,23.6,-0.7
1816,burgundy,51.5,-1.54
1817,burgundy,43.6,-0.48
1818,burgundy,26.6,0.17
1819,burgundy,27.6,-0.01
1820,burgundy,42.3,-0.97
1821,burgundy,48.5,-0.27
1822,burgundy,4,0.78
1823,burgundy,45,-0.66
1824,burgundy,43.6,0.07
1825,burgundy,21,-0.07
1826,burgundy,33.4,0.51
1827,burgundy,30,-0.09
1828,burgundy,34.4,-0.12
1829,burgundy,43.3,-1.85
1830,burgundy,30,-0.6
1831,burgundy,30,-0.12
1832,burgundy,36,-0.76
1833,burgundy,29.5,-0.28
1834,burgundy,17,0.51
1835,burgundy,37,-0.55
1836,burgundy,38,-0.57
1837,burgundy,40.9,-0.94
1838,burgundy,38.9,-1.75
1839,burgundy,31.8,-0.69
1840,burgundy,25.9,-1.02
1841,burgundy,27,-0.32
1842,burgundy,19.3,-0.27
1843,burgundy,46.9,-0.19
1844,burgundy,23.3,-1.2
1845,burgundy,37.5,-1.25
1846,burgundy,12.8,0.26
1847,burgundy,35.8,-0.61
1848,burgundy,30.3,-0.38
1849,burgundy,27.3,-0.71
1850,burgundy,36.8,-0.72
1851,burgundy,35.8,-0.34
1852,burgundy,25.3,-0.08
1853,burgundy,35.5,-1
1854,burgundy,28.1,-0.24
1855,burgundy,35.3,-1.43
1856,burgundy,32.6,-0.9
1857,burgundy,20.9,0.23
1858,burgundy,20.3,-0.2
1859,burgundy,21,0.48
1860,burgundy,36.8,-0.99
1861,burgundy,26.1,-0.24
1862,burgundy,21.9,-0.51
1863,burgundy,20.9,0.6
1864,burgundy,25.5,-1.22
1865,burgundy,10.3,-0.15
1866,burgundy,27,-0.08
1867,burgundy,27.8,-0.96
1868,burgundy,14,0.55
1869,burgundy,21.8,-0.17
1870,burgundy,21,-0.93
1871,burgundy,35.3,-1.47
1872,burgundy,29.5,0.52
1873,burgundy,29.8,0.06
1874,burgundy,19.5,-0.22
1875,burgundy,24.8,-1.02
1876,burgundy,35.6,-0.55
1877,burgundy,35.6,-0.56
1878,burgundy,35,-0.24
1879,burgundy,47.5,-1.52
1880,burgundy,29.9,-0.26
1881,burgundy,27.3,-1.06
1882,burgundy,34.9,-0.07
1883,burgundy,36.8,-0.61
1884,burgundy,30.3,-0.22
1885,burgundy,25.8,-0.73
1886,burgundy,28.9,-0.44
1887,burgundy,28.9,-0.93
1888,burgundy,33.2,-1.59
1889,burgundy,25.1,-0.87
1890,burgundy,29.9,-0.69
1891,burgundy,38.7,-0.78
1892,burgundy,23,-0.9
1893,burgundy,-1,-0.5
1894,burgundy,30.3,-0.07
1895,burgundy,24.3,-0.74
1896,burgundy,27.8,-0.49
1897,burgundy,21.3,-0.08
1898,burgundy,31.3,0.2
1899,burgundy,26.8,-0.14
1900,burgundy,28.8,-0.08
1901,burgundy,16.5,-0.53
1902,burgundy,32.4,-1.11
1903,burgundy,34.8,-0.1
1904,burgundy,18.8,-0.16
1905,burgundy,24.8,-0.35
1906,burgundy,22.5,-0.01
1907,burgundy,34.5,-0.58
1908,burgundy,23,-0.7
1909,burgundy,33.5,-1.07
1911,burgundy,12.4,0.38
1912,burgundy,29,-0.54
1913,burgundy,33,0.06
1914,burgundy,35.5,0.08
1915,burgundy,16.3,-0.78
1916,burgundy,36.3,-0.2
1918,burgundy,25.5,-0.14
1919,burgundy,28.9,-0.99
1920,burgundy,27,0.39
1921,burgundy,20.8,0.6
1922,burgundy,26.1,-0.93
1923,burgundy,28.8,-0.49
1924,burgundy,23.3,-0.52
1925,burgundy,22.5,-0.31
1926,burgundy,24.5,0.07
1927,burgundy,21.5,-0.28
1928,burgundy,25.3,-0.04
1929,burgundy,24.5,-0.67
1930,burgundy,26.5,0.4
1931,burgundy,26.3,-0.67
1932,burgundy,34.8,0.02
1933,burgundy,26.3,-0.41
1934,burgundy,16.3,0.92
1935,burgundy,31.3,0.02
1936,burgundy,29.8,0.1
1937,burgundy,17.8,0.28
1938,burgundy,31.8,0.45
1939,burgundy,41.5,-0.01
1940,burgundy,26.3,-1.24
1941,burgundy,37.5,-1.03
1942,burgundy,25.5,-0.8
1943,burgundy,19.7,0.65
1944,burgundy,33.2,0.01
1945,burgundy,16.8,0.56
1946,burgundy,25,-0.03
1947,burgundy,16.3,0.32
1948,burgundy,25.7,0.58
1949,burgundy,25,0.88
1950,burgundy,21.8,0.31
1951,burgundy,34.2,0.09
1952,burgundy,16.5,-0.18
1953,burgundy,22.5,0.31
1954,burgundy,38.2,-0.48
1955,burgundy,30.8,-0.22
1956,burgundy,42.3,-1.19
1957,burgundy,31.9,0.17
1958,burgundy,30.8,-0.14
1959,burgundy,16.1,0.54
1960,burgundy,20.8,-0.02
1961,burgundy,24.8,0.67
1962,burgundy,39.5,-0.67
1963,burgundy,36.8,-0.81
1964,burgundy,21.5,-0.08
1965,burgundy,41.9,-0.69
1966,burgundy,26.2,-0.04
1967,burgundy,31.5,0.22
1968,burgundy,31.8,-0.2
1969,burgundy,35.8,-0.38
1970,burgundy,30,-0.32
1971,burgundy,19.1,-0.08
1972,burgundy,36.3,-0.25
1973,burgundy,23.5,-0.01
1974,burgundy,24.9,0.14
1975,burgundy,26.5,0.39
1976,burgundy,8.8,-0.08
1977,burgundy,35.1,0.07
1978,burgundy,35.1,-0.46
1979,burgundy,27.1,-0.28
1980,burgundy,39,-0.46
1981,burgundy,24.1,-0.05
1982,burgundy,19,0.51
1983,burgundy,26,0.64
1984,burgundy,33.5,-0.1
1985,burgundy,27.1,-0.43
1986,burgundy,24.6,-0.1
1987,burgundy,29,-0.26
1988,burgundy,22.1,0.67
1989,burgundy,14.1,1.18
1990,burgundy,20.1,1.22
1991,burgundy,26,0.21
1992,burgundy,16.3,0.89
1993,burgundy,16.5,0.26
1994,burgundy,16.2,1.32
1995,burgundy,22.5,0.87
1996,burgundy,20.2,-0.22
1997,burgundy,11.9,0.98
1998,burgundy,18.1,0.76
1999,burgundy,16.1,1.09
2000,burgundy,11.2,1.21
2001,burgundy,20.1,0.95
2002,burgundy,16.2,1.22
2003,burgundy,-10.1,1.28
2004,burgundy,21.5,0.79
2005,burgundy,13.5,0.75
2006,burgundy,16,1.29
1799,champagne_1,30.5,-1.85
1800,champagne_1,30.2,-0.47
1801,champagne_1,21.8,0.19
1802,champagne_1,27.8,-0.3
1803,champagne_1,20.6,-0.92
1804,champagne_1,25.9,-0.35
1805,champagne_1,45.6,-1.38
1806,champagne_1,23.6,-0.28
1807,champagne_1,23,-0.66
1808,champagne_1,30,-1.15
1809,champagne_1,44,-1.32
1810,champagne_1,33.6,-1.26
1811,champagne_1,11.6,0.1
1812,champagne_1,37.2,-1.77
1813,champagne_1,42.4,-0.54
1814,champagne_1,34.9,-1.66
1815,champagne_1,30.8,-0.7
1816,champagne_1,55,-1.54
1817,champagne_1,45.5,-0.48
1818,champagne_1,18.9,0.17
1819,champagne_1,29.2,-0.01
1820,champagne_1,37.9,-0.97
1821,champagne_1,42.3,-0.27
1822,champagne_1,0.1,0.78
1823,champagne_1,41.5,-0.66
1824,champagne_1,42.4,0.07
1825,champagne_1,21.5,-0.07
1826,champagne_1,27.5,0.51
1827,champagne_1,23.4,-0.09
1828,champagne_1,29.1,-0.12
1829,champagne_1,38.8,-1.85
1830,champagne_1,26.5,-0.6
1831,champagne_1,28,-0.12
1832,champagne_1,34,-0.76
1833,champagne_1,25.9,-0.28
1834,champagne_1,18.4,0.51
1835,champagne_1,36.9,-0.55
1836,champagne_1,34.9,-0.57
1837,champagne_1,37.8,-0.94
1838,champagne_1,40.2,-1.75
1839,champagne_1,26,-0.69
1840,champagne_1,25,-1.02
1841,champagne_1,29.5,-0.32
1842,champagne_1,15.4,-0.27
1843,champagne_1,41.2,-0.19
1844,champagne_1,25.8,-1.2
1845,champagne_1,38,-1.25
1846,champagne_1,10,0.26
1847,champagne_1,31,-0.61
1848,champagne_1,27.8,-0.38
1849,champagne_1,32,-0.71
1850,champagne_1,39.2,-0.72
1851,champagne_1,38.8,-0.34
1852,champagne_1,37.2,-0.08
1853,champagne_1,35.5,-1
1854,champagne_1,30.4,-0.24
1855,champagne_1,33,-1.43
1856,champagne_1,36.3,-0.9
1857,champagne_1,22.1,0.23
1858,champagne_1,21.1,-0.2
1859,champagne_1,18.9,0.48
1860,champagne_1,37.8,-0.99
1861,champagne_1,24.6,-0.24
1862,champagne_1,25.9,-0.51
1863,champagne_1,28.3,0.6
1864,champagne_1,31.8,-1.22
1865,champagne_1,6.8,-0.15
1866,champagne_1,32,-0.08
1867,champagne_1,25.8,-0.96
1868,champagne_1,9.5,0.55
1869,champagne_1,24,-0.17
1870,champagne_1,11.9,-0.93
1871,champagne_1,33,-1.47
1872,champagne_1,31.9,0.52
1873,champagne_1,31.8,0.06
1874,champagne_1,25,-0.22
1875,champagne_1,33.9,-1.02
1876,champagne_1,29.2,-0.55
1877,champagne_1,31,-0.56
1878,champagne_1,32.2,-0.24
1879,champagne_1,41.9,-1.52
1806,champagne_2,32,-0.28
1822,champagne_2,-13,0.78
1825,champagne_2,14,-0.07
1826,champagne_2,23.1,0.51
1827,champagne_2,25.6,-0.09
1828,champagne_2,23.6,-0.12
1829,champagne_2,37.6,-1.85
1830,champagne_2,33.6,-0.6
1831,champagne_2,33.1,-0.12
1832,champagne_2,27.1,-0.76
1833,champagne_2,26.6,-0.28
1834,champagne_2,14.1,0.51
1835,champagne_2,30.1,-0.55
1836,champagne_2,26.6,-0.57
1837,champagne_2,29.6,-0.94
1838,champagne_2,35,-1.75
1839,champagne_2,21.4,-0.69
1840,champagne_2,24,-1.02
1841,champagne_2,21.4,-0.32
1842,champagne_2,13.3,-0.27
1843,champagne_2,36.7,-0.19
1844,champagne_2,23.7,-1.2
1845,champagne_2,31.7,-1.25
1846,champagne_2,8.8,0.26
1847,champagne_2,28.8,-0.61
1848,champagne_2,22.2,-0.38
1849,champagne_2,23.7,-0.71
1850,champagne_2,24.3,-0.72
1851,champagne_2,28.8,-0.34
1852,champagne_2,23,-0.08
1853,champagne_2,29.2,-1
1854,champagne_2,29.8,-0.24
1855,champagne_2,27,-1.43
1856,champagne_2,26.8,-0.9
1857,champagne_2,15.3,0.23
1858,champagne_2,16.3,-0.2
1859,champagne_2,20.3,0.48
1860,champagne_2,34.8,-0.99
1861,champagne_2,21.3,-0.24
1862,champagne_2,18.3,-0.51
1863,champagne_2,25.5,0.6
1864,champagne_2,22.2,-1.22
1865,champagne_2,1.1,-0.15
1866,champagne_2,27.3,-0.08
1867,champagne_2,26.8,-0.96
1868,champagne_2,11.1,0.55
1869,champagne_2,23.8,-0.17
1870,champagne_2,11.5,-0.93
1871,champagne_2,28,-1.47
1872,champagne_2,24.3,0.52
1873,champagne_2,28.7,0.06
1874,champagne_2,16.7,-0.22
1875,champagne_2,21.3,-1.02
1876,champagne_2,26.8,-0.55
1877,champagne_2,27.4,-0.56
1878,champagne_2,24.3,-0.24
1879,champagne_2,37.8,-1.52
1880,champagne_2,22.5,-0.26
1881,champagne_2,22.6,-1.06
1882,champagne_2,33.8,-0.07
1883,champagne_2,25.9,-0.61
1884,champagne_2,22.8,-0.22
1885,champagne_2,23,-0.73
1886,champagne_2,22.9,-0.44
1887,champagne_2,26.9,-0.93
1888,champagne_2,30.4,-1.59
1889,champagne_2,12.4,-0.87
1890,champagne_2,29.9,-0.69
1891,champagne_2,39,-0.78
1892,champagne_2,17,-0.9
1893,champagne_2,-2.2,-0.5
1894,champagne_2,25.4,-0.07
1895,champagne_2,17.9,-0.74
1896,champagne_2,23.8,-0.49
1897,champagne_2,16,-0.08
1898,champagne_2,38.4,0.2
1899,champagne_2,23.9,-0.14
1900,champagne_2,18,-0.08
1901,champagne_2,19.5,-0.53
1902,champagne_2,31,-1.11
1903,champagne_2,33,-0.1
1904,champagne_2,17,-0.16
1905,champagne_2,23,-0.35
1906,champagne_2,18,-0.01
1907,champagne_2,30,-0.58
1908,champagne_2,16,-0.7
1909,champagne_2,26,-1.07
1911,champagne_2,10,0.38
1912,champagne_2,28,-0.54
1913,champagne_2,36,0.06
1914,champagne_2,28,0.08
1915,champagne_2,10,-0.78
1916,champagne_2,25,-0.2
1917,champagne_2,10,-0.95
1918,champagne_2,24,-0.14
1919,champagne_2,28,-0.99
1920,champagne_2,22,0.39
1921,champagne_2,19,0.6
1922,champagne_2,23,-0.93
1923,champagne_2,38,-0.49
1924,champagne_2,24.3,-0.52
1925,champagne_2,29.3,-0.31
1926,champagne_2,35.3,0.07
1927,champagne_2,22.8,-0.28
1928,champagne_2,27.8,-0.04
1929,champagne_2,25.3,-0.67
1930,champagne_2,25.3,0.4
1931,champagne_2,27,-0.67
1932,champagne_2,34,0.02
1933,champagne_2,22.8,-0.41
1934,champagne_2,15,0.92
1935,champagne_2,29,0.02
1936,champagne_2,31,0.1
1937,champagne_2,21,0.28
1938,champagne_2,28,0.45
1939,champagne_2,34,-0.01
1940,champagne_2,25,-1.24
1941,champagne_2,36,-1.03
1942,champagne_2,24,-0.8
1943,champagne_2,15,0.65
1944,champagne_2,27,0.01
1945,champagne_2,8,0.56
1946,champagne_2,28,-0.03
1947,champagne_2,5,0.32
1948,champagne_2,20,0.58
1949,champagne_2,19,0.88
1950,champagne_2,11,0.31
1951,champagne_2,31,0.09
1952,champagne_2,8,-0.18
1953,champagne_2,15,0.31
1954,champagne_2,27,-0.48
1955,champagne_2,28,-0.22
1956,champagne_2,38,-1.19
1957,champagne_2,20,0.17
1958,champagne_2,31,-0.14
1959,champagne_2,10,0.54
1960,champagne_2,12,-0.02
1961,champagne_2,20,0.67
1962,champagne_2,34,-0.67
1963,champagne_2,35,-0.81
1964,champagne_2,17,-0.08
1965,champagne_2,39.5,-0.69
1966,champagne_2,23,-0.04
1967,champagne_2,28,0.22
1968,champagne_2,33.5,-0.2
1969,champagne_2,31,-0.38
1970,champagne_2,27,-0.32
1971,champagne_2,18,-0.08
1972,champagne_2,42,-0.25
1973,champagne_2,28,-0.01
1974,champagne_2,28,0.14
1975,champagne_2,30.5,0.39
1976,champagne_2,1,-0.08
1977,champagne_2,36,0.07
1978,champagne_2,39,-0.46
1979,champagne_2,33,-0.28
1980,champagne_2,39,-0.46
1981,champagne_2,28,-0.05
1982,champagne_2,20,0.51
1983,champagne_2,29,0.64
1984,champagne_2,38,-0.1
1985,champagne_2,30,-0.43
1986,champagne_2,30,-0.1
1987,champagne_2,37,-0.26
1988,champagne_2,26,0.67
1989,champagne_2,12,1.18
1990,champagne_2,16,1.22
1991,champagne_2,31,0.21
1992,champagne_2,19,0.89
1993,champagne_2,14,0.26
1994,champagne_2,19,1.32
1995,champagne_2,25,0.87
1996,champagne_2,22,-0.22
1997,champagne_2,18,0.98
1998,champagne_2,17,0.76
1999,champagne_2,19,1.09
2000,champagne_2,17,1.21
2001,champagne_2,26,0.95
2002,champagne_2,17,1.22
2003,champagne_2,-4,1.28
2004,champagne_2,26,0.79
2005,champagne_2,16,0.75
2006,champagne_2,16,1.29
1656,gaillac_south_west,31,0
1658,gaillac_south_west,25,-0.14
1659,gaillac_south_west,23,-0.21
1660,gaillac_south_west,26,-0.05
1667,gaillac_south_west,43,-0.65
1668,gaillac_south_west,41,0.07
1670,gaillac_south_west,33,-0.41
1672,gaillac_south_west,40,-0.69
